county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,
Warrick,OHIO 30,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,724,35,545,144,
Warrick,OHIO 30,Judge Superior Court No. 2,,REP,Brett Michael Roy,738,37,554,147,
Warrick,OHIO 30,Clerk Of The Circuit Court,,REP,Mike Wilson,738,34,554,150,
Warrick,OHIO 30,County Recorder,,REP,Patricia (Patty) Perry,735,34,553,148,
Warrick,OHIO 30,County Treasurer,,REP,Tabitha Heilman,730,34,552,144,
Warrick,OHIO 30,County Coroner,,REP,Alissa (Salee) Enright,726,34,549,143,
Warrick,OHIO 30,County Surveyor,,REP,Dennis Witzbacher,724,34,545,145,
Warrick,OHIO 30,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,606,27,466,113,
Warrick,OHIO 30,County Commissioner Dist 1,,DEM,John T. Mattingly,319,35,228,56,
Warrick,OHIO 30,County Commissioner Dist 3,,REP,Stacey Franz,626,27,484,115,
Warrick,OHIO 30,County Commissioner Dist 3,,DEM,Trent Curtis,291,33,207,51,
Warrick,OHIO 30,County Council At-Large,,REP,Ron Bacon,590,31,446,113,
Warrick,OHIO 30,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,590,32,440,118,
Warrick,OHIO 30,County Council At-Large,,REP,Brad Overton,522,27,391,104,
Warrick,OHIO 30,County Council At-Large,,DEM,Mason Barclay,290,36,206,48,
Warrick,OHIO 30,Warrick County School Board,,NP,Lynda G. Glover,305,23,239,46,
Warrick,OHIO 30,Warrick County School Board,,NP,Robert (Bobby) Howard,132,10,93,29,
Warrick,OHIO 30,Warrick County School Board,,NP,Brenda K. Metzger,305,24,226,55,
Warrick,OHIO 30,Warrick County School Board,,NP,Tim Mosbey,354,18,256,75,
Warrick,OHIO 30,Warrick County School Board,,NP,James (Jim) Post,384,15,284,62,
Warrick,OHIO 30,Warrick County School Board,,NP,Andrew E. Skinner,475,15,360,101,
Warrick,OHIO 30,IN Supreme Court-Rush,,,Yes,555,28,414,113,
Warrick,OHIO 30,IN Supreme Court-Rush,,,No,156,17,124,15,
Warrick,OHIO 30,IN Supreme Court-Massa,,,Yes,535,24,402,109,
Warrick,OHIO 30,IN Supreme Court-Massa,,,No,166,19,130,17,
Warrick,OHIO 30,IN Supreme Court-Molter,,,Yes,539,25,404,109,
Warrick,OHIO 30,IN Supreme Court-Molter,,,No,164,17,129,18,
Warrick,OHIO 30,Court of Appeals Dist 1-Foley,,,Yes,539,23,408,108,
Warrick,OHIO 30,Court of Appeals Dist 1-Foley,,,No,151,17,117,17,
Warrick,OHIO 30,Court of Appeals Dist 4-Pyle III,,,Yes,531,23,399,109,
Warrick,OHIO 30,Court of Appeals Dist 4-Pyle III,,,No,157,18,122,17,
Warrick,OHIO 32,Registered Voters,,,,1534,,,,
Warrick,OHIO 32,Ballots Cast,,,,897,65,487,345,
Warrick,OHIO 32,Public Question-Const Amendment,,,Yes,396,18,194,184,
Warrick,OHIO 32,Public Question-Const Amendment,,,No,368,23,214,131,
Warrick,OHIO 32,President,,REP,Donald J. Trump,522,35,294,200,
Warrick,OHIO 32,President,,DEM,Kamala D. Harris,315,28,158,130,
Warrick,OHIO 32,President,,LIB,Chase Oliver,3,0,3,0,
Warrick,OHIO 32,President,,WTP,Robert F. Kennedy Jr.,7,0,3,4,
Warrick,OHIO 32,President,,,Write-In,6,1,0,5,
Warrick,OHIO 32,U.S. Senate,,REP,Jim Banks,515,34,289,198,
Warrick,OHIO 32,U.S. Senate,,DEM,Valerie McCray,313,28,158,121,
Warrick,OHIO 32,U.S. Senate,,LIB,Andrew Horning,15,1,9,10,
Warrick,OHIO 32,Governor,,REP,Mike Braun,497,26,278,188,
Warrick,OHIO 32,Governor,,DEM,Jennifer G. McCormick,324,33,171,120,
Warrick,OHIO 32,Governor,,LIB,Donald Rainwater II,28,0,8,16,
Warrick,OHIO 32,Attorney General,,REP,Todd Rokita,540,32,305,204,
Warrick,OHIO 32,Attorney General,,DEM,Destiny Wells,319,32,160,127,
Warrick,OHIO 32,U.S. House,8,REP,Mark Messmer,543,28,307,208,
Warrick,OHIO 32,U.S. House,8,DEM,Erik Hurt,302,33,154,118,
Warrick,OHIO 32,U.S. House,8,LIB,S. Richard Fitzlaff,19,2,9,9,
Warrick,OHIO 32,State Senate,50,REP,Vaneta Becker,608,41,340,227,
Warrick,OHIO 32,State Senate,50,IND,John Woodard,149,6,72,71,
Warrick,OHIO 32,State House,78,REP,Tim O'Brien,653,38,343,271,
Warrick,OHIO 32,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,653,38,350,265,
Warrick,OHIO 32,Judge Superior Court No. 2,,REP,Brett Michael Roy,658,38,348,272,
Warrick,OHIO 32,Clerk Of The Circuit Court,,REP,Mike Wilson,656,38,346,272,
Warrick,OHIO 32,County Recorder,,REP,Patricia (Patty) Perry,659,38,348,273,
Warrick,OHIO 32,County Treasurer,,REP,Tabitha Heilman,648,39,342,267,
Warrick,OHIO 32,County Coroner,,REP,Alissa (Salee) Enright,650,38,344,268,
Warrick,OHIO 32,County Surveyor,,REP,Dennis Witzbacher,643,37,340,266,
Warrick,OHIO 32,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,505,27,284,194,
Warrick,OHIO 32,County Commissioner Dist 1,,DEM,John T. Mattingly,335,32,166,135,
Warrick,OHIO 32,County Commissioner Dist 3,,REP,Stacey Franz,502,28,279,195,
Warrick,OHIO 32,County Commissioner Dist 3,,DEM,Trent Curtis,331,32,164,135,
Warrick,OHIO 32,County Council At-Large,,REP,Ron Bacon,445,21,255,169,
Warrick,OHIO 32,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,451,19,268,164,
Warrick,OHIO 32,County Council At-Large,,REP,Brad Overton,432,19,253,160,
Warrick,OHIO 32,County Council At-Large,,DEM,Mason Barclay,301,29,147,125,
Warrick,OHIO 32,Warrick County School Board,,NP,Lynda G. Glover,290,13,159,112,
Warrick,OHIO 32,Warrick County School Board,,NP,Robert (Bobby) Howard,135,11,68,56,
Warrick,OHIO 32,Warrick County School Board,,NP,Brenda K. Metzger,290,17,158,115,
Warrick,OHIO 32,Warrick County School Board,,NP,Tim Mosbey,337,18,185,135,
Warrick,OHIO 32,Warrick County School Board,,NP,James (Jim) Post,235,15,153,67,
Warrick,OHIO 32,Warrick County School Board,,NP,Andrew E. Skinner,365,19,210,137,
Warrick,OHIO 32,IN Supreme Court-Rush,,,Yes,459,30,239,190,
Warrick,OHIO 32,IN Supreme Court-Rush,,,No,176,11,93,72,
Warrick,OHIO 32,IN Supreme Court-Massa,,,Yes,445,23,233,182,
Warrick,OHIO 32,IN Supreme Court-Massa,,,No,181,10,91,80,
Warrick,OHIO 32,IN Supreme Court-Molter,,,Yes,458,33,237,188,
Warrick,OHIO 32,IN Supreme Court-Molter,,,No,175,8,89,78,
Warrick,OHIO 32,Court of Appeals Dist 1-Foley,,,Yes,461,31,235,195,
Warrick,OHIO 32,Court of Appeals Dist 1-Foley,,,No,159,9,82,69,
Warrick,OHIO 32,Court of Appeals Dist 4-Pyle III,,,Yes,453,33,233,187,
Warrick,OHIO 32,Court of Appeals Dist 4-Pyle III,,,No,163,9,78,76,
Warrick,OHIO 33,Registered Voters,,,,2030,,,,
Warrick,OHIO 33,Ballots Cast,,,,1379,103,926,350,
Warrick,OHIO 33,Public Question-Const Amendment,,,Yes,621,28,431,162,
Warrick,OHIO 33,Public Question-Const Amendment,,,No,563,38,383,142,
Warrick,OHIO 33,President,,REP,Donald J. Trump,818,61,572,208,
Warrick,OHIO 33,President,,DEM,Kamala D. Harris,509,61,328,120,
Warrick,OHIO 33,President,,LIB,Chase Oliver,11,2,8,1,
Warrick,OHIO 33,President,,WTP,Robert F. Kennedy Jr.,18,2,10,6,
Warrick,OHIO 33,President,,,Write-In,7,0,5,2,
Warrick,OHIO 33,U.S. Senate,,REP,Jim Banks,828,48,570,212,
Warrick,OHIO 33,U.S. Senate,,DEM,Valerie McCray,448,45,280,113,
Warrick,OHIO 33,U.S. Senate,,LIB,Andrew Horning,25,2,17,6,
Warrick,OHIO 33,Governor,,REP,Mike Braun,828,50,566,212,
Warrick,OHIO 33,Governor,,DEM,Jennifer G. McCormick,461,46,299,116,
Warrick,OHIO 33,Governor,,LIB,Donald Rainwater II,23,0,16,7,
Warrick,OHIO 33,Attorney General,,REP,Todd Rokita,864,47,590,227,
Warrick,OHIO 33,Attorney General,,DEM,Destiny Wells,456,47,301,108,
Warrick,OHIO 33,U.S. House,8,REP,Mark Messmer,885,47,605,233,
Warrick,OHIO 33,U.S. House,8,DEM,Erik Hurt,424,47,280,97,
Warrick,OHIO 33,U.S. House,8,LIB,S. Richard Fitzlaff,27,3,17,7,
Warrick,OHIO 33,State Senate,50,REP,Vaneta Becker,973,61,664,248,
Warrick,OHIO 33,State Senate,50,IND,John Woodard,213,17,130,66,
Warrick,OHIO 33,State House,75,REP,Stephen Ledbetter,1030,63,687,278,
Warrick,OHIO 33,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,1013,60,679,274,
Warrick,OHIO 33,Judge Superior Court No. 2,,REP,Brett Michael Roy,1030,63,689,278,
Warrick,OHIO 33,Clerk Of The Circuit Court,,REP,Mike Wilson,1035,62,690,283,
Warrick,OHIO 33,County Recorder,,REP,Patricia (Patty) Perry,1030,64,694,282,
Warrick,OHIO 33,County Treasurer,,REP,Tabitha Heilman,1005,63,670,272,
Warrick,OHIO 33,County Coroner,,REP,Alissa (Salee) Enright,1005,61,668,276,
Warrick,OHIO 33,County Surveyor,,REP,Dennis Witzbacher,1003,64,667,272,
Warrick,OHIO 33,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,823,48,566,209,
Warrick,OHIO 33,County Commissioner Dist 1,,DEM,John T. Mattingly,480,44,314,122,
Warrick,OHIO 33,County Commissioner Dist 3,,REP,Stacey Franz,838,49,576,213,
Warrick,OHIO 33,County Commissioner Dist 3,,DEM,Trent Curtis,456,42,297,117,
Warrick,OHIO 33,County Council At-Large,,REP,Ron Bacon,773,47,522,204,
Warrick,OHIO 33,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,773,63,552,190,
Warrick,OHIO 33,County Council At-Large,,REP,Brad Overton,773,55,484,190,
Warrick,OHIO 33,County Council At-Large,,DEM,Mason Barclay,425,36,277,112,
Warrick,OHIO 33,Warrick County School Board,,NP,Lynda G. Glover,425,39,277,113,
Warrick,OHIO 33,Warrick County School Board,,NP,Robert (Bobby) Howard,180,19,122,39,
Warrick,OHIO 33,Warrick County School Board,,NP,Brenda K. Metzger,442,32,296,114,
Warrick,OHIO 33,Warrick County School Board,,NP,Tim Mosbey,453,33,331,114,
Warrick,OHIO 33,Warrick County School Board,,NP,James (Jim) Post,453,24,337,92,
Warrick,OHIO 33,Warrick County School Board,,NP,Andrew E. Skinner,719,45,472,202,
Warrick,OHIO 33,IN Supreme Court-Rush,,,Yes,714,54,460,200,
Warrick,OHIO 33,IN Supreme Court-Rush,,,No,264,17,190,57,
Warrick,OHIO 33,IN Supreme Court-Massa,,,Yes,691,51,448,192,
Warrick,OHIO 33,IN Supreme Court-Massa,,,No,274,21,189,64,
Warrick,OHIO 33,IN Supreme Court-Molter,,,Yes,696,52,452,196,
Warrick,OHIO 33,IN Supreme Court-Molter,,,No,276,22,192,62,
Warrick,OHIO 33,Court of Appeals Dist 1-Foley,,,Yes,696,52,456,189,
Warrick,OHIO 33,Court of Appeals Dist 1-Foley,,,No,261,16,183,62,
Warrick,OHIO 33,Court of Appeals Dist 4-Pyle III,,,Yes,696,58,449,199,
Warrick,OHIO 33,Court of Appeals Dist 4-Pyle III,,,No,262,18,187,57,
Warrick,OHIO 34,Registered Voters,,,,645,,,,
Warrick,OHIO 34,Ballots Cast,,,,414,31,150,233,
Warrick,OHIO 34,Public Question-Const Amendment,,,Yes,189,7,72,110,
Warrick,OHIO 34,Public Question-Const Amendment,,,No,161,13,58,90,
Warrick,OHIO 34,President,,REP,Donald J. Trump,255,11,85,159,
Warrick,OHIO 34,President,,DEM,Kamala D. Harris,146,20,69,57,
Warrick,OHIO 34,President,,LIB,Chase Oliver,1,0,1,0,
Warrick,OHIO 34,President,,WTP,Robert F. Kennedy Jr.,6,0,1,5,
Warrick,OHIO 34,President,,,Write-In,1,0,1,0,
Warrick,OHIO 34,U.S. Senate,,REP,Jim Banks,243,11,83,149,
Warrick,OHIO 34,U.S. Senate,,DEM,Valerie McCray,133,18,52,61,
Warrick,OHIO 34,U.S. Senate,,LIB,Andrew Horning,12,0,5,7,
Warrick,OHIO 34,Governor,,REP,Mike Braun,239,11,82,146,
Warrick,OHIO 34,Governor,,DEM,Jennifer G. McCormick,144,18,56,70,
Warrick,OHIO 34,Governor,,LIB,Donald Rainwater II,12,0,6,5,
Warrick,OHIO 34,Attorney General,,REP,Todd Rokita,256,11,93,152,
Warrick,OHIO 34,Attorney General,,DEM,Destiny Wells,140,19,54,67,
Warrick,OHIO 34,U.S. House,8,REP,Mark Messmer,251,12,92,147,
Warrick,OHIO 34,U.S. House,8,DEM,Erik Hurt,130,18,50,62,
Warrick,OHIO 34,U.S. House,8,LIB,S. Richard Fitzlaff,11,0,2,9,
Warrick,OHIO 34,State Senate,50,REP,Vaneta Becker,280,17,101,162,
Warrick,OHIO 34,State Senate,50,IND,John Woodard,77,5,27,45,
Warrick,OHIO 34,State House,75,REP,Stephen Ledbetter,317,17,113,187,
Warrick,OHIO 34,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,315,17,112,187,
Warrick,OHIO 34,Judge Superior Court No. 2,,REP,Brett Michael Roy,309,17,110,182,
Warrick,OHIO 34,Clerk Of The Circuit Court,,REP,Mike Wilson,309,17,110,182,
Warrick,OHIO 34,County Recorder,,REP,Patricia (Patty) Perry,310,17,110,183,
Warrick,OHIO 34,County Treasurer,,REP,Tabitha Heilman,310,17,109,184,
Warrick,OHIO 34,County Coroner,,REP,Alissa (Salee) Enright,310,17,110,183,
Warrick,OHIO 34,County Surveyor,,REP,Dennis Witzbacher,305,17,107,181,
Warrick,OHIO 34,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,261,16,93,158,
Warrick,OHIO 34,County Commissioner Dist 1,,DEM,John T. Mattingly,132,20,50,62,
Warrick,OHIO 34,County Commissioner Dist 3,,REP,Stacey Franz,249,11,92,146,
Warrick,OHIO 34,County Commissioner Dist 3,,DEM,Trent Curtis,139,19,51,69,
Warrick,OHIO 34,Town Clerk-Treasurer Chandler,,DEM,Brian D. Pace,234,22,86,126,
Warrick,OHIO 34,Town Council At-Lg Chandler,,REP,Sandra Eller,227,11,80,136,
Warrick,OHIO 34,Town Council At-Lg Chandler,,DEM,Sandra D. Elder,171,19,66,86,
Warrick,OHIO 34,Town Council Dist 1 Chandler,,DEM,Chris Tords,194,20,70,104,
Warrick,OHIO 34,Town Council Dist 1 Chandler,,IND,Samantha Pate,114,5,37,72,
Warrick,OHIO 34,Town Council Dist 3 Chandler,,REP,Tonya Wester,216,8,82,125,
Warrick,OHIO 34,Town Council Dist 3 Chandler,,IND,Brittany Daugherty,150,5,52,93,
Warrick,OHIO 34,County Council At-Large,,REP,Ron Bacon,224,13,76,138,
Warrick,OHIO 34,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,211,13,70,126,
Warrick,OHIO 34,County Council At-Large,,REP,Brad Overton,224,12,70,142,
Warrick,OHIO 34,County Council At-Large,,DEM,Mason Barclay,143,12,55,76,
Warrick,OHIO 34,Warrick County School Board,,NP,Lynda G. Glover,133,11,57,70,
Warrick,OHIO 34,Warrick County School Board,,NP,Robert (Bobby) Howard,109,9,29,71,
Warrick,OHIO 34,Warrick County School Board,,NP,Brenda K. Metzger,152,12,60,81,
Warrick,OHIO 34,Warrick County School Board,,NP,Tim Mosbey,212,15,75,122,
Warrick,OHIO 34,Warrick County School Board,,NP,James (Jim) Post,93,2,25,66,
Warrick,OHIO 34,Warrick County School Board,,NP,Andrew E. Skinner,109,6,37,66,
Warrick,OHIO 34,IN Supreme Court-Rush,,,Yes,216,11,83,122,
Warrick,OHIO 34,IN Supreme Court-Rush,,,No,88,6,29,53,
Warrick,OHIO 34,IN Supreme Court-Massa,,,Yes,207,11,76,120,
Warrick,OHIO 34,IN Supreme Court-Massa,,,No,96,6,35,55,
Warrick,OHIO 34,IN Supreme Court-Molter,,,Yes,203,11,76,116,
Warrick,OHIO 34,IN Supreme Court-Molter,,,No,98,6,34,58,
Warrick,OHIO 34,Court of Appeals Dist 1-Foley,,,Yes,212,11,80,121,
Warrick,OHIO 34,Court of Appeals Dist 1-Foley,,,No,88,5,30,53,
Warrick,OHIO 34,Court of Appeals Dist 4-Pyle III,,,Yes,209,11,75,123,
Warrick,OHIO 34,Court of Appeals Dist 4-Pyle III,,,No,89,5,33,51,
Warrick,OWEN,Registered Voters,,,,444,,,,
Warrick,OWEN,Ballots Cast,,,,322,1,84,237,
Warrick,OWEN,Public Question-Const Amendment,,,Yes,146,1,36,109,
Warrick,OWEN,Public Question-Const Amendment,,,No,130,0,32,98,
Warrick,OWEN,President,,REP,Donald J. Trump,240,0,64,176,
Warrick,OWEN,President,,DEM,Kamala D. Harris,77,0,19,52,
Warrick,OWEN,President,,LIB,Chase Oliver,1,0,1,0,
Warrick,OWEN,President,,WTP,Robert F. Kennedy Jr.,7,1,1,6,
Warrick,OWEN,President,,,Write-In,1,0,1,0,
Warrick,OWEN,U.S. Senate,,REP,Jim Banks,219,0,63,156,
Warrick,OWEN,U.S. Senate,,DEM,Valerie McCray,70,1,17,52,
Warrick,OWEN,U.S. Senate,,LIB,Andrew Horning,8,0,0,8,
Warrick,OWEN,Governor,,REP,Mike Braun,214,1,61,153,
Warrick,OWEN,Governor,,DEM,Jennifer G. McCormick,75,0,21,54,
Warrick,OWEN,Governor,,LIB,Donald Rainwater II,16,0,0,16,
Warrick,OWEN,Attorney General,,REP,Todd Rokita,226,0,61,165,
Warrick,OWEN,Attorney General,,DEM,Destiny Wells,77,1,17,59,
Warrick,OWEN,U.S. House,8,REP,Mark Messmer,228,0,64,164,
Warrick,OWEN,U.S. House,8,DEM,Erik Hurt,67,1,16,50,
Warrick,OWEN,U.S. House,8,LIB,S. Richard Fitzlaff,13,0,3,10,
Warrick,OWEN,State Senate,50,REP,Vaneta Becker,231,0,67,164,
Warrick,OWEN,State Senate,50,IND,John Woodard,51,1,8,42,
Warrick,OWEN,State House,75,REP,Stephen Ledbetter,245,0,63,182,
Warrick,OWEN,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,247,0,64,183,
Warrick,OWEN,Judge Superior Court No. 2,,REP,Brett Michael Roy,250,0,64,186,
Warrick,OWEN,Clerk Of The Circuit Court,,REP,Mike Wilson,249,0,65,184,
Warrick,OWEN,County Recorder,,REP,Patricia (Patty) Perry,246,0,64,182,
Warrick,OWEN,County Treasurer,,REP,Tabitha Heilman,249,0,64,185,
Warrick,OWEN,County Coroner,,REP,Alissa (Salee) Enright,252,0,69,183,
Warrick,OWEN,County Surveyor,,REP,Dennis Witzbacher,243,0,64,179,
Warrick,OWEN,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,229,0,64,165,
Warrick,OWEN,County Commissioner Dist 1,,DEM,John T. Mattingly,79,1,17,61,
Warrick,OWEN,County Commissioner Dist 3,,REP,Stacey Franz,201,0,61,140,
Warrick,OWEN,County Commissioner Dist 3,,DEM,Trent Curtis,106,1,22,83,
Warrick,OWEN,County Council At-Large,,REP,Ron Bacon,184,0,50,134,
Warrick,OWEN,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,169,0,44,125,
Warrick,OWEN,County Council At-Large,,REP,Brad Overton,189,1,42,146,
Warrick,OWEN,County Council At-Large,,DEM,Mason Barclay,96,0,23,72,
Warrick,OWEN,Warrick County School Board,,NP,Lynda G. Glover,86,1,17,68,
Warrick,OWEN,Warrick County School Board,,NP,Robert (Bobby) Howard,92,0,14,78,
Warrick,OWEN,Warrick County School Board,,NP,Brenda K. Metzger,131,1,38,92,
Warrick,OWEN,Warrick County School Board,,NP,Tim Mosbey,152,0,38,113,
Warrick,OHIO 34,Warrick County School Board,,NP,James (Jim) Post,109,0,38,71,
Warrick,OWEN,Warrick County School Board,,NP,Andrew E. Skinner,98,0,26,72,
Warrick,OWEN,IN Supreme Court-Rush,,,Yes,170,1,40,130,
Warrick,OWEN,IN Supreme Court-Rush,,,No,72,0,17,54,
Warrick,OWEN,IN Supreme Court-Massa,,,Yes,168,1,40,128,
Warrick,OWEN,IN Supreme Court-Massa,,,No,68,0,16,51,
Warrick,OWEN,IN Supreme Court-Molter,,,Yes,170,1,39,131,
Warrick,OWEN,IN Supreme Court-Molter,,,No,66,0,16,49,
Warrick,OWEN,Court of Appeals Dist 1-Foley,,,Yes,167,0,39,127,
Warrick,OWEN,Court of Appeals Dist 1-Foley,,,No,67,0,15,52,
Warrick,OWEN,Court of Appeals Dist 4-Pyle III,,,Yes,162,1,39,122,
Warrick,OWEN,Court of Appeals Dist 4-Pyle III,,,No,70,0,14,56,
Warrick,PIGEON,Registered Voters,,,,722,,,,
Warrick,PIGEON,Ballots Cast,,,,505,8,161,336,
Warrick,PIGEON,Public Question-Const Amendment,,,Yes,242,1,74,167,
Warrick,PIGEON,Public Question-Const Amendment,,,No,216,5,68,143,
Warrick,PIGEON,President,,REP,Donald J. Trump,372,7,115,256,
Warrick,PIGEON,President,,DEM,Kamala D. Harris,126,1,50,73,
Warrick,PIGEON,President,,LIB,Chase Oliver,0,0,0,0,
Warrick,PIGEON,President,,WTP,Robert F. Kennedy Jr.,4,0,0,4,
Warrick,PIGEON,U.S. Senate,,REP,Jim Banks,342,1,107,234,
Warrick,PIGEON,U.S. Senate,,DEM,Valerie McCray,124,5,45,74,
Warrick,PIGEON,U.S. Senate,,LIB,Andrew Horning,9,2,0,7,
Warrick,PIGEON,Governor,,REP,Mike Braun,313,1,96,216,
Warrick,PIGEON,Governor,,DEM,Jennifer G. McCormick,140,5,49,86,
Warrick,PIGEON,Governor,,LIB,Donald Rainwater II,32,2,11,19,
Warrick,PIGEON,Attorney General,,REP,Todd Rokita,355,2,105,248,
Warrick,PIGEON,Attorney General,,DEM,Destiny Wells,128,4,50,74,
Warrick,PIGEON,U.S. House,8,REP,Mark Messmer,366,1,110,255,
Warrick,PIGEON,U.S. House,8,DEM,Erik Hurt,120,2,46,69,
Warrick,PIGEON,U.S. House,8,LIB,S. Richard Fitzlaff,9,2,2,5,
Warrick,PIGEON,State Senate,50,REP,Vaneta Becker,363,1,114,248,
Warrick,PIGEON,State Senate,50,IND,John Woodard,85,1,29,55,
Warrick,PIGEON,State House,75,REP,Stephen Ledbetter,404,2,127,275,
Warrick,PIGEON,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,405,0,128,275,
Warrick,PIGEON,Judge Superior Court No. 2,,REP,Brett Michael Roy,427,2,132,293,
Warrick,PIGEON,Clerk Of The Circuit Court,,REP,Mike Wilson,422,2,130,290,
Warrick,PIGEON,County Recorder,,REP,Patricia (Patty) Perry,415,2,127,286,
Warrick,PIGEON,County Treasurer,,REP,Tabitha Heilman,407,2,126,279,
Warrick,PIGEON,County Coroner,,REP,Alissa (Salee) Enright,411,2,129,280,
Warrick,PIGEON,County Surveyor,,REP,Dennis Witzbacher,404,2,127,275,
Warrick,PIGEON,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,340,1,103,236,
Warrick,PIGEON,County Commissioner Dist 1,,DEM,John T. Mattingly,142,5,53,84,
Warrick,PIGEON,County Commissioner Dist 3,,REP,Stacey Franz,334,1,97,236,
Warrick,PIGEON,County Commissioner Dist 3,,DEM,Trent Curtis,156,5,60,91,
Warrick,PIGEON,County Council At-Large,,REP,Ron Bacon,293,1,89,203,
Warrick,PIGEON,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,269,2,86,180,
Warrick,PIGEON,County Council At-Large,,REP,Brad Overton,295,2,96,197,
Warrick,PIGEON,County Council At-Large,,DEM,Mason Barclay,164,4,55,105,
Warrick,PIGEON,Warrick County School Board,,NP,Lynda G. Glover,171,5,54,117,
Warrick,PIGEON,Warrick County School Board,,NP,Robert (Bobby) Howard,204,3,53,149,
Warrick,PIGEON,Warrick County School Board,,NP,Brenda K. Metzger,191,2,71,120,
Warrick,PIGEON,Warrick County School Board,,NP,Tim Mosbey,246,3,81,162,
Warrick,PIGEON,Warrick County School Board,,NP,James (Jim) Post,104,0,35,69,
Warrick,PIGEON,Warrick County School Board,,NP,Andrew E. Skinner,139,1,44,94,
Warrick,PIGEON,IN Supreme Court-Rush,,,Yes,289,3,84,204,
Warrick,PIGEON,IN Supreme Court-Rush,,,No,105,1,39,63,
Warrick,PIGEON,IN Supreme Court-Massa,,,Yes,284,2,82,200,
Warrick,PIGEON,IN Supreme Court-Massa,,,No,112,2,40,70,
Warrick,PIGEON,IN Supreme Court-Molter,,,Yes,292,2,85,205,
Warrick,PIGEON,IN Supreme Court-Molter,,,No,105,2,37,66,
Warrick,PIGEON,Court of Appeals Dist 1-Foley,,,Yes,288,2,83,203,
Warrick,PIGEON,Court of Appeals Dist 1-Foley,,,No,106,2,38,66,
Warrick,PIGEON,Court of Appeals Dist 4-Pyle III,,,Yes,292,2,84,206,
Warrick,PIGEON,Court of Appeals Dist 4-Pyle III,,,No,103,2,37,64,
Warrick,SKELTON,Registered Voters,,,,1159,,,,
Warrick,SKELTON,Ballots Cast,,,,844,22,306,516,
Warrick,SKELTON,Public Question-Const Amendment,,,Yes,348,4,135,209,
Warrick,SKELTON,Public Question-Const Amendment,,,No,353,3,125,225,
Warrick,SKELTON,President,,REP,Donald J. Trump,636,12,229,400,
Warrick,SKELTON,President,,DEM,Kamala D. Harris,190,7,76,102,
Warrick,SKELTON,President,,LIB,Chase Oliver,1,0,1,0,
Warrick,SKELTON,President,,WTP,Robert F. Kennedy Jr.,7,0,1,6,
Warrick,SKELTON,President,,,Write-In,1,0,0,1,
Warrick,SKELTON,U.S. Senate,,REP,Jim Banks,580,11,206,365,
Warrick,SKELTON,U.S. Senate,,DEM,Valerie McCray,173,9,72,87,
Warrick,SKELTON,U.S. Senate,,LIB,Andrew Horning,23,0,6,17,
Warrick,SKELTON,Governor,,REP,Mike Braun,572,12,203,360,
Warrick,SKELTON,Governor,,DEM,Jennifer G. McCormick,195,11,85,109,
Warrick,SKELTON,Governor,,LIB,Donald Rainwater II,29,0,5,24,
Warrick,SKELTON,Attorney General,,REP,Todd Rokita,602,8,212,382,
