candidate,office,district,party,county,precinct,registered_voters,machine_votes,absentee_votes,provisional_votes
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 8,563,78,24,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 8,563,199,26,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 8,563,78,27,0
Write-In,U.S. House,8,,Warrick,Ohio 8,563,0,0,0
Holli Sullivan,State House,78,R,Warrick,Ohio 8,563,222,33,0
No Candidate Filed,State House,78,D,Warrick,Ohio 8,563,0,0,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 8,563,219,33,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 8,563,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 8,563,225,31,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 8,563,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 8,563,222,33,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 8,563,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 8,563,193,30,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 8,563,81,23,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 8,563,220,34,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 8,563,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 8,563,216,32,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 8,563,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 8,563,184,29,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 8,563,89,24,0
Richard A. Reid,County Council,2,R,Warrick,Ohio 8,563,190,29,0
Christopher Weyer,County Council,2,D,Warrick,Ohio 8,563,87,24,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 8,563,196,27,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 8,563,79,25,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 8,563,160,27,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 8,563,153,25,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 8,563,162,25,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 8,563,68,21,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 8,563,72,20,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 8,563,79,18,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 8,563,91,8,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 8,563,81,11,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 8,563,110,20,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 8,563,65,12,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 8,563,51,14,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 8,563,55,15,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 8,563,95,19,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 8,563,65,12,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 8,563,62,15,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 8,563,95,27,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 8,563,178,31,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 8,563,50,10,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 8,563,180,31,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 8,563,45,9,0
Yes,Public Question,,,Warrick,Ohio 20,1125,292,97,0
No,Public Question,,,Warrick,Ohio 20,1125,96,35,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 20,1125,278,110,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 20,1125,186,65,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 20,1125,18,3,0
Write-In,U.S. Senate,,,Warrick,Ohio 20,1125,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 20,1125,298,112,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 20,1125,163,63,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 20,1125,13,2,0
Write-In,Secretary of State,,,Warrick,Ohio 20,1125,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 20,1125,285,108,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 20,1125,176,63,0
John Schick,Auditor of State,,L,Warrick,Ohio 20,1125,13,4,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 20,1125,314,111,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 20,1125,159,64,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 20,1125,304,107,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 20,1125,174,69,0
Write-In,U.S. House,8,,Warrick,Ohio 20,1125,0,0,0
Holli Sullivan,State House,78,R,Warrick,Ohio 20,1125,368,132,0
No Candidate Filed,State House,78,D,Warrick,Ohio 20,1125,0,0,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 20,1125,363,130,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 20,1125,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 20,1125,367,131,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 20,1125,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 20,1125,368,129,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 20,1125,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 20,1125,298,113,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 20,1125,169,61,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 20,1125,367,128,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 20,1125,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 20,1125,362,127,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 20,1125,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 20,1125,288,113,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 20,1125,175,62,0
Cindy Ledbetter,County Council,1,R,Warrick,Ohio 20,1125,361,126,0
No Candidate Filed,County Council,1,D,Warrick,Ohio 20,1125,0,0,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 20,1125,311,121,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 20,1125,157,57,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 20,1125,258,90,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 20,1125,228,81,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 20,1125,228,82,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 20,1125,118,47,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 20,1125,135,53,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 20,1125,138,52,0
Carol Hicks Schaefer,Town Council At-Lg Newburgh,,R,Warrick,Ohio 20,1125,323,121,0
Kit Holland,Town Council At-Lg Newburgh,,D,Warrick,Ohio 20,1125,143,56,0
Leanna K. Hughes,Town Council Dist 2 Newburgh,,R,Warrick,Ohio 20,1125,216,100,0
Allyson Claybourn,Town Council Dist 2 Newburgh,,D,Warrick,Ohio 20,1125,259,79,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 20,1125,118,41,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 20,1125,121,43,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 20,1125,175,65,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 20,1125,105,29,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 20,1125,95,30,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 20,1125,72,20,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 20,1125,121,50,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 20,1125,113,34,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 20,1125,99,32,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 20,1125,172,63,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 20,1125,289,95,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 20,1125,90,32,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 20,1125,286,94,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 20,1125,89,31,0
Yes,Public Question,,,Warrick,Pigeon,682,167,25,0
No,Public Question,,,Warrick,Pigeon,682,110,13,0
Mike Braun,U.S. Senate,,R,Warrick,Pigeon,682,191,22,0
Joe Donnelly,U.S. Senate,,D,Warrick,Pigeon,682,114,24,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Pigeon,682,19,1,0
Write-In,U.S. Senate,,,Warrick,Pigeon,682,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Pigeon,682,213,23,0
Jim Harper,Secretary of State,,D,Warrick,Pigeon,682,99,20,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Pigeon,682,8,3,0
Write-In,Secretary of State,,,Warrick,Pigeon,682,0,1,0
Tera Klutz,Auditor of State,,R,Warrick,Pigeon,682,205,20,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Pigeon,682,107,22,0
John Schick,Auditor of State,,L,Warrick,Pigeon,682,7,3,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Pigeon,682,221,24,0
John C. Aguilera,Treasurer of State,,D,Warrick,Pigeon,682,98,22,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Pigeon,682,217,25,0
William Tanoos,U.S. House,8,D,Warrick,Pigeon,682,104,23,0
Write-In,U.S. House,8,,Warrick,Pigeon,682,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Pigeon,682,266,32,0
No Candidate Filed,State Senate,48,D,Warrick,Pigeon,682,0,0,0
Ron Bacon,State House,75,R,Warrick,Pigeon,682,211,22,0
John Hurley,State House,75,D,Warrick,Pigeon,682,111,26,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Pigeon,682,258,33,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Pigeon,682,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Pigeon,682,259,33,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Pigeon,682,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Pigeon,682,256,33,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Pigeon,682,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Pigeon,682,205,24,0
Chelsea Ballis,County Auditor,,D,Warrick,Pigeon,682,110,23,0
Michael Wilder,County Sheriff,,R,Warrick,Pigeon,682,264,33,0
No Candidate Filed,County Sheriff,,D,Warrick,Pigeon,682,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Pigeon,682,259,31,0
No Candidate Filed,County Assessor,,D,Warrick,Pigeon,682,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Pigeon,682,202,23,0
Mark Warren,Co Commissioner,2,D,Warrick,Pigeon,682,116,24,0
David P. Hachmeister,County Council,4,R,Warrick,Pigeon,682,209,25,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Pigeon,682,107,23,0
Mike Moesner,Pigeon Twp Trustee,,R,Warrick,Pigeon,682,273,34,0
No Candidate Filed,Pigeon Twp Trustee,,D,Warrick,Pigeon,682,0,0,0
Terry Hunt,Pigeon Twp Advisory Board,,R,Warrick,Pigeon,682,226,29,0
Kenneth Peterson,Pigeon Twp Advisory Board,,R,Warrick,Pigeon,682,187,23,0
Gary L. Higgs,Pigeon Twp Advisory Board,,D,Warrick,Pigeon,682,190,31,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Pigeon,682,94,8,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Pigeon,682,113,23,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Pigeon,682,77,7,0
Tabitha Heilman,School Board Member,,NP,Warrick,Pigeon,682,84,11,0
Elissa Jones,School Board Member,,NP,Warrick,Pigeon,682,67,10,0
Rick Dean Madden,School Board Member,,NP,Warrick,Pigeon,682,80,14,0
Candace S. Nance,School Board Member,,NP,Warrick,Pigeon,682,82,12,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Pigeon,682,45,7,0
Thomas L. Welch,School Board Member,,NP,Warrick,Pigeon,682,136,13,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Pigeon,682,139,20,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Pigeon,682,169,22,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Pigeon,682,71,14,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Pigeon,682,170,24,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Pigeon,682,67,12,0
Yes,Public Question,,,Warrick,Greer 2,542,163,18,0
No,Public Question,,,Warrick,Greer 2,542,58,8,0
Mike Braun,U.S. Senate,,R,Warrick,Greer 2,542,191,22,0
Joe Donnelly,U.S. Senate,,D,Warrick,Greer 2,542,77,12,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Greer 2,542,11,0,0
Write-In,U.S. Senate,,,Warrick,Greer 2,542,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Greer 2,542,200,23,0
Jim Harper,Secretary of State,,D,Warrick,Greer 2,542,61,11,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Greer 2,542,10,0,0
Write-In,Secretary of State,,,Warrick,Greer 2,542,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Greer 2,542,194,23,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Greer 2,542,60,9,0
John Schick,Auditor of State,,L,Warrick,Greer 2,542,14,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Greer 2,542,203,22,0
John C. Aguilera,Treasurer of State,,D,Warrick,Greer 2,542,66,11,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Greer 2,542,215,21,0
William Tanoos,U.S. House,8,D,Warrick,Greer 2,542,65,12,0
Write-In,U.S. House,8,,Warrick,Greer 2,542,0,0,0
Ron Bacon,State House,75,R,Warrick,Greer 2,542,209,23,0
John Hurley,State House,75,D,Warrick,Greer 2,542,66,10,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Greer 2,542,236,25,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Greer 2,542,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Greer 2,542,239,25,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Greer 2,542,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Greer 2,542,238,26,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Greer 2,542,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Greer 2,542,201,23,0
Chelsea Ballis,County Auditor,,D,Warrick,Greer 2,542,67,10,0
Michael Wilder,County Sheriff,,R,Warrick,Greer 2,542,246,27,0
No Candidate Filed,County Sheriff,,D,Warrick,Greer 2,542,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Greer 2,542,234,26,0
No Candidate Filed,County Assessor,,D,Warrick,Greer 2,542,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Greer 2,542,195,23,0
Mark Warren,Co Commissioner,2,D,Warrick,Greer 2,542,72,11,0
David P. Hachmeister,County Council,4,R,Warrick,Greer 2,542,199,21,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Greer 2,542,68,11,0
Deborah (Debby) Ann English,Greer Twp Trustee,,R,Warrick,Greer 2,542,242,25,0
No Candidate Filed,Greer Twp Trustee,,D,Warrick,Greer 2,542,0,0,0
Carl Nicholson,Greer Twp Advisory Board,,R,Warrick,Greer 2,542,200,26,0
Teresa Silke,Greer Twp Advisory Board,,R,Warrick,Greer 2,542,171,20,0
Sheryl Coleman,Greer Twp Advisory Board,,D,Warrick,Greer 2,542,75,10,0
Bill Kitchens,Greer Twp Advisory Board,,D,Warrick,Greer 2,542,188,19,0
Mandy Matthews Kirsch,Clerk-Treasurer Elberfeld,,R,Warrick,Greer 2,542,54,8,0
No Candidate Filed,Clerk-Treasurer Elberfeld,,D,Warrick,Greer 2,542,0,0,0
Tracee L. Matthews,Town Council Elberfeld,,R,Warrick,Greer 2,542,44,6,0
Martin Walters,Town Council Elberfeld,,R,Warrick,Greer 2,542,36,6,0
Jeff Valiant,Town Council Elberfeld,,D,Warrick,Greer 2,542,51,4,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Greer 2,542,80,5,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Greer 2,542,100,12,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Greer 2,542,83,5,0
Tabitha Heilman,School Board Member,,NP,Warrick,Greer 2,542,79,11,0
Elissa Jones,School Board Member,,NP,Warrick,Greer 2,542,41,2,0
Rick Dean Madden,School Board Member,,NP,Warrick,Greer 2,542,57,4,0
Candace S. Nance,School Board Member,,NP,Warrick,Greer 2,542,77,4,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Greer 2,542,57,8,0
Thomas L. Welch,School Board Member,,NP,Warrick,Greer 2,542,122,15,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Greer 2,542,102,11,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Greer 2,542,175,17,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Greer 2,542,47,9,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Greer 2,542,180,17,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Greer 2,542,43,7,0
Yes,Public Question,,,Warrick,Owen,450,128,17,0
No,Public Question,,,Warrick,Owen,450,68,4,0
Mike Braun,U.S. Senate,,R,Warrick,Owen,450,126,14,0
Joe Donnelly,U.S. Senate,,D,Warrick,Owen,450,86,14,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Owen,450,8,1,0
Write-In,U.S. Senate,,,Warrick,Owen,450,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Owen,450,130,15,0
Jim Harper,Secretary of State,,D,Warrick,Owen,450,78,13,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Owen,450,4,1,0
Write-In,Secretary of State,,,Warrick,Owen,450,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Owen,450,135,14,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Owen,450,75,13,0
John Schick,Auditor of State,,L,Warrick,Owen,450,2,2,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Owen,450,139,15,0
John C. Aguilera,Treasurer of State,,D,Warrick,Owen,450,74,14,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Owen,450,139,15,0
William Tanoos,U.S. House,8,D,Warrick,Owen,450,75,14,0
Write-In,U.S. House,8,,Warrick,Owen,450,1,0,0
Mark Messmer,State Senate,48,R,Warrick,Owen,450,163,18,0
No Candidate Filed,State Senate,48,D,Warrick,Owen,450,0,0,0
Ron Bacon,State House,75,R,Warrick,Owen,450,138,14,0
John Hurley,State House,75,D,Warrick,Owen,450,78,15,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Owen,450,169,17,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Owen,450,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Owen,450,161,18,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Owen,450,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Owen,450,163,17,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Owen,450,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Owen,450,130,13,0
Chelsea Ballis,County Auditor,,D,Warrick,Owen,450,83,16,0
Michael Wilder,County Sheriff,,R,Warrick,Owen,450,170,19,0
No Candidate Filed,County Sheriff,,D,Warrick,Owen,450,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Owen,450,163,18,0
No Candidate Filed,County Assessor,,D,Warrick,Owen,450,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Owen,450,128,15,0
Mark Warren,Co Commissioner,2,D,Warrick,Owen,450,87,13,0
David P. Hachmeister,County Council,4,R,Warrick,Owen,450,136,13,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Owen,450,80,16,0
No Candidate Filed,Owen Twp Trustee,,R,Warrick,Owen,450,0,0,0
Raleigh Bruner,Owen Twp Trustee,,D,Warrick,Owen,450,145,17,0
No Candidate Filed,Owen Twp Advisory Board,,R,Warrick,Owen,450,0,0,0
Jackie L. Miles,Owen Twp Advisory Board,,D,Warrick,Owen,450,121,11,0
Larry P. Miles,Owen Twp Advisory Board,,D,Warrick,Owen,450,118,12,0
Dee A. Postin,Owen Twp Advisory Board,,D,Warrick,Owen,450,134,15,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Owen,450,94,7,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Owen,450,103,13,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Owen,450,41,4,0
Tabitha Heilman,School Board Member,,NP,Warrick,Owen,450,54,7,0
Elissa Jones,School Board Member,,NP,Warrick,Owen,450,84,10,0
Rick Dean Madden,School Board Member,,NP,Warrick,Owen,450,72,13,0
Candace S. Nance,School Board Member,,NP,Warrick,Owen,450,55,10,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Owen,450,42,2,0
Thomas L. Welch,School Board Member,,NP,Warrick,Owen,450,79,5,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Owen,450,99,10,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Owen,450,127,14,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Owen,450,53,6,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Owen,450,130,15,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Owen,450,50,6,0
Yes,Public Question,,,Warrick,Greer 1,810,203,17,0
No,Public Question,,,Warrick,Greer 1,810,96,8,0
Mike Braun,U.S. Senate,,R,Warrick,Greer 1,810,245,23,0
Joe Donnelly,U.S. Senate,,D,Warrick,Greer 1,810,114,16,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Greer 1,810,18,0,0
Write-In,U.S. Senate,,,Warrick,Greer 1,810,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Greer 1,810,248,26,0
Jim Harper,Secretary of State,,D,Warrick,Greer 1,810,109,12,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Greer 1,810,12,0,0
Write-In,Secretary of State,,,Warrick,Greer 1,810,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Greer 1,810,245,26,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Greer 1,810,109,12,0
John Schick,Auditor of State,,L,Warrick,Greer 1,810,10,0,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Greer 1,810,259,26,0
John C. Aguilera,Treasurer of State,,D,Warrick,Greer 1,810,107,12,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Greer 1,810,266,26,0
William Tanoos,U.S. House,8,D,Warrick,Greer 1,810,110,13,0
Write-In,U.S. House,8,,Warrick,Greer 1,810,1,0,0
Ron Bacon,State House,75,R,Warrick,Greer 1,810,252,25,0
John Hurley,State House,75,D,Warrick,Greer 1,810,127,14,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Greer 1,810,317,27,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Greer 1,810,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Greer 1,810,312,27,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Greer 1,810,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Greer 1,810,312,26,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Greer 1,810,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Greer 1,810,257,23,0
Chelsea Ballis,County Auditor,,D,Warrick,Greer 1,810,114,15,0
Michael Wilder,County Sheriff,,R,Warrick,Greer 1,810,328,28,0
No Candidate Filed,County Sheriff,,D,Warrick,Greer 1,810,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Greer 1,810,310,26,0
No Candidate Filed,County Assessor,,D,Warrick,Greer 1,810,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Greer 1,810,256,26,0
Mark Warren,Co Commissioner,2,D,Warrick,Greer 1,810,118,11,0
Richard A. Reid,County Council,2,R,Warrick,Greer 1,810,244,24,0
Christopher Weyer,County Council,2,D,Warrick,Greer 1,810,122,14,0
Deborah (Debby) Ann English,Greer Twp Trustee,,R,Warrick,Greer 1,810,324,27,0
No Candidate Filed,Greer Twp Trustee,,D,Warrick,Greer 1,810,0,0,0
Carl Nicholson,Greer Twp Advisory Board,,R,Warrick,Greer 1,810,249,21,0
Teresa Silke,Greer Twp Advisory Board,,R,Warrick,Greer 1,810,227,23,0
Sheryl Coleman,Greer Twp Advisory Board,,D,Warrick,Greer 1,810,133,13,0
Bill Kitchens,Greer Twp Advisory Board,,D,Warrick,Greer 1,810,275,17,0
Mandy Matthews Kirsch,Clerk-Treasurer Elberfeld,,R,Warrick,Greer 1,810,134,10,0
No Candidate Filed,Clerk-Treasurer Elberfeld,,D,Warrick,Greer 1,810,0,0,0
Tracee L. Matthews,Town Council Elberfeld,,R,Warrick,Greer 1,810,123,9,0
Martin Walters,Town Council Elberfeld,,R,Warrick,Greer 1,810,113,10,0
Jeff Valiant,Town Council Elberfeld,,D,Warrick,Greer 1,810,133,9,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Greer 1,810,125,12,0
